"source_1"	"source_2"	"source_3"	"source_4"	"source_5"	"rank_product"	"rank_final"
"74175"	NA	281.5	NA	3	NA	14.5301410867204	39
"170716"	NA	NA	26	33.5	NA	14.7563545633737	40
"70646"	21	48	NA	NA	NA	15.8745078663875	41
"327762"	NA	NA	21.5	NA	47	15.8941813252523	42
"20482"	145	4	NA	NA	203	16.3375434563205	43
"194388"	18	54	73.5	NA	276	16.6592590003464	44
"195564"	NA	NA	19	65	NA	17.5712833908056	45
"69440"	NA	NA	67	18.5	NA	17.6032667422839	46
"16163"	279	52.5	NA	16	109	17.7732768357231	47
"67917"	381	95	118.5	53	25	17.8626775086624	48
"83557"	240	6	NA	NA	107	17.8701213586415	49
"18391"	NA	NA	12	112	NA	18.3303027798234	50
"330863"	40	58.5	NA	NA	74	18.5792396934332	51
"21812"	94	28.5	NA	121.5	97	18.7400260444387	52
"56520"	482	334	NA	1	208	19.017534757802	53
"11555"	574	42	NA	NA	8	19.2587961025298	54
"57913"	NA	NA	33	45	NA	19.2678488679977	55
"66071"	NA	NA	42	38.5	NA	20.1059692628831	56
"12013"	238	14	NA	NA	66	20.1200190711817	57
"74178"	32	398.5	NA	NA	19	20.7805025854699	58
"170938"	NA	NA	9	NA	192	20.7846096908265	59
"11480"	28	62.5	NA	NA	NA	20.9165006633519	60
"94088"	NA	NA	47.5	NA	38	21.242645786248	61
"18619"	NA	NA	121	15	NA	21.3014084041408	62
"209131"	27	49	NA	NA	202	21.47084564724	63
"242570"	624	NA	3	NA	NA	21.6333076527839	64
"64945"	263	293.5	146	NA	5	21.6601613395372	65
"70054"	NA	NA	27	35	295	21.7752602099996	66
"234353"	12	135.5	NA	NA	182	22.2131110797441	67
"13496"	49	24	NA	NA	261	22.4850930064637	68
"13990"	225	341.5	NA	NA	4	22.4951978777735	69
"101122"	NA	NA	55.5	38.5	148	22.7100045530035	70
"54712"	39	116	NA	NA	71	22.8282380991811	71
"320398"	462	NA	NA	26	27	22.9019137369532	72
"268451"	NA	153	14	NA	NA	23.1408729308123	73
"226151"	89	628	NA	NA	6	23.158604121778	74
"30843"	526	76.5	NA	44	42	23.2154600991895	75
"66311"	NA	NA	16	135	NA	23.2379000772445	76
"67769"	71	31	NA	NA	NA	23.4574082114798	77
"18491"	63	28.5	NA	NA	196	23.5338278475927	78
"54004"	51	38	NA	NA	189	23.8497558527983	79
"18514"	17	240.5	NA	NA	92	24.0618688368936	80
"18049"	NA	61	NA	26	240	24.1574016538781	81
"211978"	254	119.5	NA	NA	13	24.4489607510773	82
"89867"	230	312.5	11	211	174	24.7508686231481	83
"69640"	99	NA	29	97	346	24.7691021978818	84
"69032"	NA	NA	134.5	18.5	NA	24.9411808060485	85
"223920"	NA	NA	20	103	207	25.0894572916875	86
"319955"	117	183	NA	NA	20	25.1247101935995	87
"217615"	NA	NA	182	14	NA	25.2388589282479	88
"243659"	NA	677.5	117	78	17	25.3133532630074	89
"225743"	10	256.5	NA	NA	NA	25.3229145242012	90
"73470"	NA	NA	24	NA	113	26.0384331325831	91
"13559"	364	239	NA	200	7	26.2631514888365	92
"83995"	NA	NA	70	21	345	26.5821979994438	93
"244923"	NA	NA	63	NA	46	26.9165376673895	94
"30806"	460	237.5	NA	127	10	27.1329053800705	95
"73827"	68	691.5	84	104	112	27.139156454993	96
"56380"	26	NA	114	NA	NA	27.2213151776324	97
"216150"	316	227	NA	7	281	27.2470402694299	98
"109113"	282	46	NA	216	51	27.3336560665443	99
"240726"	46	65	NA	NA	NA	27.3404462289846	100
"12041"	NA	NA	164	18.5	NA	27.5408787078408	101
"66882"	NA	15	NA	209	NA	27.9955353583388	102
"20744"	13	243.5	NA	NA	NA	28.1313881634021	103
"215114"	106	97	NA	NA	60	28.3762517569544	104
"20908"	48	261	NA	NA	50	28.5208629428482	105
"242700"	NA	NA	13	NA	252	28.6181760425084	106
"268759"	NA	167	NA	146	26	28.6347219421827	107
"228807"	NA	16	NA	206	NA	28.7054001888146	108
"246086"	151	23	NA	NA	NA	29.4660821963151	109
"12419"	16	153	NA	NA	287	29.6330610223498	110
"12055"	NA	34	104	NA	NA	29.732137494637	111
"243083"	52	60	NA	NA	238	30.1848667005724	112
"16337"	75	126	NA	80	NA	30.3658897187566	113
"664883"	15	247	NA	NA	NA	30.4343555870664	114
"29849"	NA	NA	34	109	NA	30.4384625104488	115
"21357"	NA	NA	NA	31	120	30.4959013639538	116
"13998"	76	126	NA	NA	80	30.5002538125732	117
"54698"	NA	NA	17.5	128	348	30.6775848542207	118
"14103"	439	NA	NA	75	24	30.8170517075031	119
"225372"	618	NA	NA	11.5	114	31.0748566723491	120
"209225"	58	79	NA	NA	179	31.2019294510545	121
"27081"	196	109	NA	NA	40	31.6319718505321	122
"331416"	NA	NA	159	26	NA	32.148094811357	123
"11688"	NA	NA	45.5	NA	91	32.1733585439879	124
"170787"	NA	NA	87.5	47.5	NA	32.2344923955691	125
"74211"	213	105.5	NA	NA	41	32.4352601225043	126
"13405"	476	122.5	NA	NA	16	32.5711495522415	127
"70835"	NA	230.5	NA	18.5	NA	32.6506125516812	128
"213011"	424	67.5	NA	129	79	32.6709389738584	129
"107173"	536	297	NA	6	NA	32.8273814584062	130
"74464"	54	370.5	NA	NA	49	33.1134752835816	131
"108954"	53	56.5	NA	NA	333	33.3018424813781	132
"17423"	344	194	NA	159	30	33.3933236392009	133
"27355"	NA	409.5	57.5	165	82	33.3998791577751	134
"269275"	234	290	NA	NA	15	33.5310471806242	135
"380845"	NA	NA	134.5	33.5	NA	33.562441806281	136
"320080"	38	135.5	NA	NA	205	33.9394132250328	137
"22779"	29	159	NA	NA	NA	33.9521722427299	138
"50528"	180	326.5	NA	NA	18	33.9642068536982	139
"50795"	NA	NA	28	166	NA	34.0881210981186	140
"216742"	328	91	NA	114	102	34.1228324324607	141
"16939"	NA	93	NA	38.5	316	34.7340692255656	142
"54369"	505	196.5	NA	64	59	34.7825556210439	143
"50772"	612	85	NA	NA	22	34.8666124777315	144
"66934"	NA	NA	32	154	NA	35.0998575495685	145
"216238"	67	175	NA	NA	100	35.1492742599146	146
"14056"	550	NA	NA	9	NA	35.1781181986757	147
"231470"	167	156.5	NA	NA	45	35.1851862453404	148
"269209"	NA	NA	55.5	89.5	NA	35.2393600963468	149
"170935"	554	383	175.5	22	215	35.4976297849007	150
"56741"	294	147.5	NA	NA	28	35.5613199566067	151
"69675"	199	25.5	NA	NA	NA	35.6177624227014	152
"243743"	8	638.5	NA	NA	NA	35.7351367704113	153
"66096"	NA	NA	78.5	66	NA	35.9895818258562	154
"268970"	535	39.5	NA	NA	61	36.2776363289575	155
"70396"	NA	NA	111.5	47.5	NA	36.3876696148572	156
"225028"	NA	36	NA	148	NA	36.4965751817893	157
"237761"	422	139	NA	NA	23	36.8324358414432	158
"22288"	385.5	73	NA	NA	48	36.8475179062804	159
"53417"	NA	214	NA	26	NA	37.296112397943	160
"230612"	143	NA	NA	80	123	37.3527393440395	161
"23962"	NA	NA	41	137	NA	37.4733238451035	162
"18109"	300	19	NA	NA	NA	37.7491721763537	163
"80981"	NA	534.5	87.5	69	167	38.0908215568441	164
"269473"	395	71.5	NA	NA	53	38.1304339287383	165
"14457"	105	135.5	NA	NA	106	38.225827747633	166
"78757"	320	76.5	NA	NA	62	38.3071444730168	167
"11769"	355	491.5	97	NA	33	38.4325672697556	168
"26401"	202	32	NA	NA	239	38.534094803421	169
"12877"	NA	88	NA	NA	68	38.6781592116274	170
"14423"	323	34	NA	NA	144	38.835305189874	171
"243963"	NA	NA	50	124	NA	39.3700393700591	172
"319448"	401	44	NA	NA	96	39.7345384477009	173
"75668"	NA	NA	93	68	NA	39.7617907041421	174
"16159"	NA	NA	45.5	139	NA	39.7633625338703	175
"18176"	178	69	NA	NA	147	40.5889255037186	176
"260302"	159	221	NA	214	93	40.654772828568	177
"16886"	NA	50	NA	135	NA	41.0791918128875	178
"53605"	90	78	NA	NA	267	41.0987111914637	179
"66220"	NA	NA	138	49	NA	41.1156904356476	180
"20515"	604	207	NA	190	31	41.1832535232016	181
"231207"	131	52.5	NA	NA	NA	41.4653469779284	182
"216795"	471	86.5	60.5	NA	318	41.8306762865041	183
"56325"	315	75	NA	111	301	41.9039855733161	184
"54711"	34	626	NA	NA	94	42.002239459548	185
"71089"	NA	NA	37.5	NA	197	42.9752835941777	186
"56546"	NA	NA	126	59	NA	43.1103235895997	187
"69253"	NA	636.5	62	56.5	NA	43.5470019077365	188
"26437"	NA	NA	153	50	NA	43.7321392113398	189
"73130"	375	503.5	155	NA	32	43.7338905214262	190
"70296"	NA	694	15	NA	217	43.736990841076	191
"50876"	113	122.5	NA	NA	168	44.1624694401532	192
"16175"	NA	NA	40	198	NA	44.497190922574	193
"74198"	162	84	NA	175	NA	44.5132729838297	194
"212123"	559	114.5	NA	51	308	44.5168632506562	195
"50496"	149	86.5	NA	NA	186	44.6118793127367	196
"329540"	14	525	NA	NA	332	44.8766627197631	197
"83921"	544	128.5	NA	NA	35	44.9161064592123	198
"73225"	549	237.5	78.5	170	330	44.9618001551791	199
"57390"	558	240.5	NA	32	254	45.4331922304349	200
"16578"	NA	NA	83	100	NA	45.5521678957215	201
"319822"	NA	NA	52	160	NA	45.6070170039655	202
"330830"	NA	NA	93	89.5	NA	45.6166088174033	203
"16193"	428	224	75.5	157	NA	45.901259929772	204
"218476"	120	113	NA	NA	195	46.0939060449886	205
"74718"	390	43	NA	NA	161	46.4157164247935	206
"17979"	72	NA	130	NA	290	46.4982592069377	207
"74729"	NA	NA	43.5	199	NA	46.5201569214894	208
"622320"	257	112	NA	NA	95	46.6126358798572	209
"67727"	116	219	NA	NA	108	46.6645804056	210
"231999"	198	107.5	NA	NA	132	47.0357356107722	211
"12659"	NA	NA	107	83	NA	47.1195288601234	212
"58220"	165	NA	NA	NA	54	47.1963981676568	213
"99151"	203	460.5	NA	119	116	47.3830120370408	214
"14293"	NA	NA	160	56.5	NA	47.5394572960189	215
"110751"	NA	NA	124.5	73	NA	47.6668123540897	216
"27411"	NA	NA	109	84	NA	47.8434948556227	217
"223739"	125	167	NA	NA	142	47.8832575347857	218
"67912"	184	468	72	220	NA	48.0446154913807	219
"71241"	NA	NA	54	172	NA	48.187135212627	220
"83704"	565	124	NA	61	335	48.6296565592236	221
"97541"	509	575.5	188	26	NA	48.6310431662859	222
"237625"	NA	NA	169	NA	56	48.6415460280612	223
"13871"	NA	NA	100	95	NA	48.7339717240448	224
"277154"	56	171.5	NA	NA	NA	49	225
"72668"	365	378.5	NA	23	NA	49.0050616682801	226
"320995"	537	132	NA	110	191	49.111542646064	227
"68501"	556	NA	153	89.5	198	49.2610450172716	228
"72041"	NA	NA	99	142	231	49.3617541779964	229
"73102"	95	155	NA	NA	222	49.4707131756906	230
"101502"	NA	NA	128	77	NA	49.6386945839634	231
"67120"	30	331	NA	NA	NA	49.8246926734125	232
"78267"	242	117.5	NA	118	NA	49.9026748768564	233
"13614"	496	98.5	NA	NA	69	49.9805554020954	234
"12812"	491	45	NA	NA	153	50.0273184047103	235
"226747"	87	243.5	NA	NA	166	50.6898314742222	236
"67687"	NA	NA	115.5	89.5	NA	50.8361338026408	237
"21400"	NA	NA	98	106	NA	50.9607692249636	238
"66921"	588	139	NA	NA	44	51.0693518741399	239
"93960"	NA	308	NA	176	67	51.2379179956415	240
"14707"	577	484.5	NA	121.5	52	51.2509963436035	241
"14731"	NA	NA	69	152.5	NA	51.2896188326644	242
"140488"	528	NA	NA	177	39	51.2982650612045	243
"12416"	43	606	NA	NA	141	51.435797289617	244
"28077"	NA	NA	144	74	NA	51.6139516022558	245
"319765"	262	117.5	NA	NA	122	51.8137559051043	246
"74136"	237	378.5	NA	42	NA	51.8680497454428	247
"70884"	NA	651.5	151	38.5	NA	51.9592385016786	248
"27261"	NA	NA	121	89.5	NA	52.0324418031674	249
"85031"	NA	NA	108	101	NA	52.2206855565876	250
"14389"	NA	NA	NA	174	63	52.3497850998454	251
"12843"	430	25.5	NA	NA	NA	52.3569479629972	252
"213522"	409	80.5	NA	NA	118	52.4017523717201	253
"111241"	600	NA	75.5	NA	86	52.4498555387966	254
"243834"	NA	NA	49	NA	225	52.5	255
"550619"	368	74	NA	NA	146	52.8067626159925	256
"30941"	603	409.5	145	56.5	NA	53.0196584551436	257
"228852"	37	304	NA	NA	NA	53.0282943342514	258
"99377"	464	103	NA	NA	85	53.1867502732398	259
"80796"	NA	702.5	115.5	52	NA	53.8628460662554	260
"27206"	42	277.5	NA	NA	NA	53.9791626463397	261
"268782"	NA	671	17.5	NA	NA	54.1814082504322	262
"19139"	NA	NA	164	72	NA	54.3323108288245	263
"93686"	23	515.5	NA	NA	NA	54.4437783405965	264
"23954"	NA	234.5	NA	85	221	54.6424412623213	265
"239405"	286	100	NA	NA	155	54.7576316166399	266
"74910"	NA	NA	118.5	102	NA	54.9704466054261	267
"66368"	NA	NA	68	178	NA	55.0090901579003	268
"74246"	551	281.5	NA	29	NA	55.0243275706785	269
"268465"	NA	NA	101.5	151	294	55.0565320172458	270
"73466"	NA	NA	86	141	NA	55.0590592000989	271
"12825"	630	62.5	NA	NA	115	55.1465330378338	272
"27416"	296	110.5	NA	212.5	356	55.7578140307333	273
"58866"	NA	NA	90.5	138	NA	55.8770972760755	274
"225523"	444	297	NA	NA	36	56.0221001206877	275
"72007"	229	55	NA	NA	NA	56.1137238115597	276
"52397"	197	409.5	NA	155	216	56.9923288978765	277
"170676"	22	593.5	NA	NA	NA	57.1336153240804	278
"15483"	NA	NA	187	70	NA	57.2057689398543	279
"54197"	494	288.5	NA	143	137	57.4675062104959	280
"13139"	NA	NA	148	89.5	NA	57.5456340654962	281
"66437"	NA	NA	65.5	203	NA	57.6552252618963	282
"14460"	NA	NA	189	71	NA	57.9202037289235	283
"107932"	443	366	NA	169	110	58.5775305255139	284
"71979"	NA	NA	65.5	NA	210	58.6408560646926	285
"98985"	572	NA	NA	54	180	59.0517596158285	286
"12444"	276	51	NA	NA	NA	59.3211597998556	287
"21814"	NA	90	NA	NA	157	59.4348382684768	288
"59046"	93	230.5	NA	NA	268	59.7000877371907	289
"76355"	NA	486.5	NA	63	188	59.759344682794	290
"234730"	NA	NA	78.5	182	NA	59.764119670585	291
"214133"	80	180	NA	NA	NA	60	292
"434179"	NA	NA	85	NA	170	60.1040764008565	293
"373864"	353	41	NA	NA	NA	60.1518910758423	294
"240665"	278	141	NA	NA	150	60.1631362874405	295
"207521"	85	171.5	NA	NA	NA	60.3686590873112	296
"66878"	350	104	NA	NA	165	60.5908699302074	297
"210004"	NA	NA	78.5	188	NA	60.741254514539	298
"64050"	NA	NA	60.5	NA	244	60.7494855945299	299
"73178"	652	214	NA	98	256	60.8095600274226	300
"235320"	158	94	NA	NA	NA	60.9343909463285	301
"94212"	318	159	NA	NA	121	60.9651926000408	302
"228564"	319	47	NA	NA	NA	61.2229532120103	303
"71069"	101	312.5	NA	201	NA	61.7070184726114	304
"77974"	NA	709	21.5	NA	NA	61.7322849083039	305
"218100"	124	409.5	NA	NA	126	61.8814940638286	306
"20732"	NA	NA	103	150	NA	62.1490144732803	307
"50768"	275	56.5	NA	NA	NA	62.3247543115896	308
"15110"	646	102	NA	NA	101	62.6994069650366	309
"320595"	146	423.5	NA	108	NA	62.7704757969808	310
"70422"	336	71.5	NA	NA	282	63.0730096160075	311
"13680"	241	150.5	NA	NA	187	63.0972543660544	312
"242316"	118	NA	NA	NA	136	63.3403504884525	313
"11890"	NA	NA	181	89.5	NA	63.6386282064596	314
"77593"	NA	706	23	NA	NA	63.7142056373616	315
"12770"	NA	NA	47.5	NA	343	63.8210388508366	316
"66967"	135	167	NA	NA	312	63.8675646820489	317
"74011"	447	202.5	NA	NA	78	63.9471405987439	318
"277396"	413	503.5	NA	NA	34	63.9766594817131	319
"29869"	473	274	NA	NA	55	64.1510165914628	320
"242691"	517	NA	NA	126	111	64.4574965856418	321
"14547"	NA	277.5	NA	60	NA	64.5174395028197	322
"381560"	288	145.5	NA	NA	176	64.8835785844972	323
"545975"	NA	NA	NA	62	279	65.7609306503489	324
"225339"	110	491.5	NA	NA	143	65.9117476145447	325
"237553"	299	58.5	NA	NA	NA	66.1277173354714	326
"22439"	83	552	171	NA	NA	66.2038387346924	327
"74841"	407.5	250	NA	NA	77	66.2315411657877	328
"321022"	261	67.5	NA	NA	NA	66.3654654168868	329
"353169"	253	NA	NA	NA	70	66.5394619755826	330
"108902"	501	366	NA	189	145	66.5621226561256	331
"269181"	453	254.5	NA	152.5	286	66.5725933083425	332
"230119"	211	581	NA	NA	65	66.5788148372492	333
"239337"	NA	70	NA	NA	257	67.0634028364204	334
"16416"	35	520	NA	NA	NA	67.4536878161602	335
"18436"	NA	NA	136	NA	134	67.4981481227448	336
"11352"	31	596.5	NA	NA	NA	67.9917274379759	337
"56503"	418	227	NA	196	298	68.2116613531554	338
"71355"	377	92	NA	NA	249	68.3893149551039	339
"68278"	NA	486.5	NA	38.5	NA	68.42925178606	340
"16565"	77	243.5	NA	NA	NA	68.4644068111307	341
"71720"	126	326.5	NA	NA	214	68.8284379313071	342
"11501"	NA	NA	128	149	NA	69.0507060065283	343
"210035"	189	101	NA	NA	NA	69.0814736380167	344
"77582"	NA	NA	121	158	NA	69.1339279948709	345
"73747"	NA	NA	164	117	NA	69.2603782836912	346
"224997"	44	440.5	NA	NA	NA	69.6096257711532	347
"69737"	74	263	NA	NA	NA	69.7531361302128	348
"56399"	NA	687	178.5	76	NA	70.1479410827875	349
"432486"	309	114.5	NA	NA	266	70.3764376185246	350
"67084"	NA	NA	59	NA	336	70.3988636271922	351
"237898"	506	474.5	NA	192	139	70.7319610840677	352
"14385"	NA	572	35	NA	NA	70.746024623296	353
"270156"	394	NA	51	NA	NA	70.8766534198674	354
"12832"	382	143	NA	NA	177	71.0127450358297	355
"56695"	55	520	NA	NA	340	71.1476230321935	356
"380785"	628	214	NA	NA	73	71.3582467496026	357
"228993"	NA	NA	157	NA	130	71.4317856419675	358
"241919"	59	349	NA	NA	NA	71.7478222666026	359
"227327"	NA	153	NA	NA	135	71.8592374020209	360
"16502"	57	366	NA	NA	NA	72.2184187032643	361
"234733"	233	274	NA	NA	160	72.3248543037648	362
"12953"	121	491.5	NA	NA	175	72.7770407416936	363
"241556"	166	177.5	NA	NA	356	72.9677396381421	364
"229731"	270	463.5	NA	NA	84	73.0201983265031	365
"69780"	NA	627	166	NA	103	73.4992707012989	366
"75612"	331	611.5	53	NA	NA	73.5154895371136	367
"223827"	NA	383	NA	NA	57	73.8765862773856	368
"58222"	NA	710	31	NA	NA	74.1788379526129	369
"30925"	152	392.5	NA	NA	185	74.215919255258	370
"56489"	187	229	NA	NA	259	74.3368857519214	371
"14065"	NA	NA	113	197	NA	74.6006032147194	372
"329679"	156	143	NA	NA	NA	74.6793144049944	373
"17174"	475	613.5	173.5	NA	158	74.7405336434605	374
"192157"	47	700	NA	NA	347	75.0563088795352	375
"232333"	280	NA	NA	NA	81	75.2994023880668	376
"17119"	348	126	NA	NA	263	75.3090653725409	377
"67158"	NA	NA	167	NA	138	75.9045453184459	378
"67903"	468	281.5	NA	217	300	76.0792668636708	379
"70574"	181	204	NA	NA	322	76.0793774129933	380
"57781"	456	130	NA	NA	201	76.134265583675	381
"72522"	NA	181.5	128	NA	NA	76.2102355330306	382
"19734"	139	440.5	NA	NA	199	76.7037638152264	383
"72425"	585	65	NA	NA	321	76.7485472603604	384
"381157"	449	96	NA	NA	284	76.8229034056602	385
"327958"	129	520	NA	NA	183	76.8941782044214	386
"229521"	142	167	NA	NA	NA	76.9967531782997	387
"232288"	514	147.5	NA	NA	164	77.2227164040474	388
"19273"	236	NA	NA	193	273	77.2246706797657	389
"226182"	232	378.5	142.5	NA	NA	77.3870555832338	390
"18414"	478	83	NA	NA	317	77.5176316816622	391
"239555"	81	472	NA	NA	331	77.6778295910884	392
"230761"	402	247	NA	NA	129	77.9919269897323	393
"76499"	423	344	NA	NA	89	78.2783538558082	394
"269060"	91	525	NA	NA	278	78.9394160064262	395
"70484"	516	NA	NA	94	277	79.2436589239482	396
"107515"	362	173	NA	NA	218	79.6677345608269	397
"211945"	183	139	NA	NA	NA	79.744905793411	398
"98386"	NA	161	NA	NA	159	79.9984374847409	399
"246728"	NA	NA	89	NA	289	80.1888396224811	400
"11554"	614	156.5	NA	145	NA	80.2100863168908	401
"109624"	642	603.5	36	NA	NA	80.2386622958292	402
"230088"	385.5	398.5	NA	195	356	80.3386145575903	403
"70605"	NA	NA	140.5	184	NA	80.3927857459859	404
"230233"	441	548.5	NA	NA	58	80.3945268531033	405
"12818"	312	128.5	NA	NA	351	80.4761190945173	406
"666938"	70	581	NA	NA	349	80.7071376730419	407
"76205"	435	179	183.5	NA	NA	80.8856594870709	408
"104859"	260	308	178.5	NA	NA	80.8970789428033	409
"14175"	216	281.5	NA	NA	236	81.0015749325436	410
"23945"	194	135.5	NA	NA	NA	81.0663308655326	411
"66664"	431	515.5	NA	168	297	81.1209310178723	412
"72462"	138	326.5	NA	NA	320	81.1302527052591	413
"228662"	61	432	NA	NA	NA	81.1664955508121	414
"320633"	182	145.5	NA	NA	NA	81.3649187303718	415
"26419"	380	211.5	NA	NA	181	81.3709887150449	416
"74316"	NA	661.5	132.5	167	NA	81.5391433784299	417
"19684"	623	110.5	NA	NA	213	81.587204859557	418
"320538"	64	417	NA	NA	NA	81.6823114266486	419
"12667"	563	NA	NA	116	226	81.7655482350986	420
"75320"	111	596.5	NA	NA	230	82.6226587506147	421
"330286"	188	457	NA	NA	178	82.7389672709212	422
"74411"	433	207	NA	NA	171	82.7999731615586	423
"329003"	305	186	NA	NA	271	82.8843946810507	424
"74410"	NA	199.5	138	NA	NA	82.962340854149	425
"94047"	168	569.5	NA	NA	163	83.2803004795787	426
"381644"	NA	321	NA	NA	87	83.5568668632327	427
"18188"	498	NA	NA	56.5	NA	83.8704357923577	428
"237615"	109	258.5	NA	NA	NA	83.9292857112462	429
"227195"	41	688.5	NA	NA	NA	84.0066961616751	430
"18193"	50	583	NA	NA	NA	85.3668553948194	431
"20355"	NA	150.5	NA	NA	194	85.4356482974174	432
"230098"	NA	NA	161.5	181	NA	85.4861099828504	433
"245828"	367	NA	NA	80	NA	85.6737999624156	434
"12827"	445	308	NA	125	NA	85.9314866723914	435
"72033"	133	222.5	NA	NA	NA	86.0123537638635	436
"17240"	301	448.5	NA	NA	128	86.1770684245835	437
"72290"	248	121	NA	NA	NA	86.6140866141299	438
"30927"	346	NA	161.5	NA	314	86.6173387933964	439
"67458"	122	585.5	NA	NA	246	86.6601342873935	440
"50527"	338	89	NA	NA	NA	86.7208164168212	441
"319924"	73	417	NA	NA	NA	87.2367468444348	442
"407786"	NA	261	NA	NA	117	87.3741952752642	443
"15407"	314	98.5	NA	NA	NA	87.9332132928167	444
"106064"	97	321	NA	NA	NA	88.2283967892424	445
"70701"	389	NA	81.5	NA	NA	89.0273834277971	446
"75019"	NA	NA	90.5	NA	352	89.2412460692924	447
"67603"	322	NA	NA	99	NA	89.2720560981991	448
"67803"	268	606	NA	NA	119	89.4534040494308	449
"13389"	NA	NA	95	NA	337	89.4636797812386	450
"17537"	231	491.5	NA	173	NA	89.9371829606695	451
"210094"	96	337.5	NA	NA	NA	90	452
"239743"	578	NA	NA	156	219	90.0971242308273	453
"78808"	224	482	NA	183	NA	90.114385880636	454
"26557"	84	387.5	NA	NA	NA	90.2080927633436	455
"56533"	273	119.5	NA	NA	NA	90.3098831800817	456
"381022"	369	558	NA	NA	98	90.7488141972566	457
"67974"	267	247	NA	NA	307	90.8505600036865	458
"442801"	437	191.5	NA	NA	242	90.8588576811846	459
"214552"	190	175	NA	NA	NA	91.1729126440523	460
"381290"	200	167	NA	NA	NA	91.3783344124853	461
"83603"	223	370.5	NA	NA	251	91.5800783814283	462
"320158"	NA	270.5	NA	NA	125	91.9408777421665	463
"214424"	NA	NA	111.5	NA	305	92.2056126274317	464
"215476"	78	436.5	NA	NA	NA	92.2591458880907	465
"19823"	561	468	81.5	NA	NA	92.5409995992286	466
"12290"	62	558	NA	NA	NA	93	467
"105988"	NA	629	NA	106	327	93.1208288882768	468
"52840"	NA	NA	NA	130	269	93.5013368888381	469
"330409"	130	270.5	NA	NA	NA	93.7616659408311	470
"110611"	179	417	NA	NA	299	93.8495447012299	471
"22412"	150	236	NA	NA	NA	94.0744386111339	472
"20353"	466	254.5	NA	NA	190	94.1501855059016	473
"16153"	173	205	NA	NA	NA	94.160766776827	474
"242705"	210	NA	NA	NA	169	94.1939488502314	475
"52822"	354	301	NA	NA	212	94.2281399148403	476
"19885"	134	266	NA	NA	NA	94.3980932010811	477
"239857"	170	569.5	NA	NA	237	94.7201572877806	478
"110648"	217	417	NA	NA	255	94.8980747403887	479
"233549"	NA	NA	178.5	204	NA	95.4122633627355	480
"66367"	NA	698	110	NA	306	95.4703665569099	481
"20250"	82	448.5	NA	NA	NA	95.8866518343403	482
"17428"	65	566.5	NA	NA	NA	95.9459483250856	483
"80509"	384	NA	NA	96	NA	96	484
"12775"	520	NA	NA	NA	72	96.7470929795826	485
"72727"	NA	548.5	NA	144	323	98.1279277077791	486
"11605"	NA	NA	NA	210	184	98.2852990024449	487
"245671"	148	266	NA	NA	NA	99.2068546018873	488
"69179"	415	409.5	NA	NA	156	99.3926520862273	489
"211007"	594	544.5	NA	NA	83	99.808199025726	490
"15117"	245	163	NA	NA	NA	99.9187169653414	491
"68178"	349	609	NA	NA	127	99.9909954855078	492
"66912"	579	199.5	NA	NA	234	100.036353449332	493
